,C1,C2,C3,C4,FC1,CZ,FC2,PZ
1,-6089.8779296875,87952.484375,31483.3671875,79665.859375,25752.498046875,129810.4453125,39016.6796875,79455.0546875
2,-6024.837890625,87974.796875,31468.39453125,79687.6015625,25792.029296875,129645.5078125,38983.875,79344.8046875
3,-6179.52392578125,87895.2578125,31263.736328125,80123.1015625,25703.00390625,129647.84375,38857.60546875,79545.6015625
4,-6485.31884765625,87744.8203125,30930.33203125,80787.953125,25522.521484375,129816.6875,38678.125,79975.421875
5,-6789.39892578125,87593.609375,30607.513671875,81377.328125,25331.78515625,130067.7421875,38512.140625,80427.609375
6,-7014.51318359375,87476.546875,30361.89453125,81732.234375,25177.623046875,130312.890625,38385.82421875,80763.5390625
7,-7065.9638671875,87437.3515625,30270.0078125,81707.7265625,25116.779296875,130459.3671875,38337.1875,80852.8046875
8,-6908.0361328125,87501.9140625,30360.60546875,81331.265625,25181.009765625,130465.90625,38383.15234375,80671.703125
9,-6627.03515625,87609.0625,30554.154296875,80708.46875,25313.046875,130294.859375,38461.0234375,80257.8046875
10,-6316.61376953125,87733.234375,30770.2109375,80102.640625,25471.642578125,130029.5,38541.98828125,79790.5078125
11,-6077.2421875,87827.171875,30917.361328125,79718.7421875,25599.958984375,129757.703125,38583.37890625,79421.2890625
0,-6028.60498046875,87834.1796875,30892.56640625,79740.34375,25624.8984375,129587.4296875,38540.4140625,79311.953125
1,-6183.291015625,87755.5,30691.578125,80131.921875,25536.4921875,129584.46875,38416.578125,79500.203125
2,-6493.6640625,87604.1953125,30358.841796875,80807.359375,25352.05078125,129749.3125,38235.953125,79924.0703125
0,-6796.31298828125,87454.421875,30041.6015625,81410.5625,25163.033203125,130007.953125,38072.97265625,80381.8828125
1,-7010.65087890625,87347.46875,29807.6171875,81746.921875,25017.7890625,130261.2421875,37957.48046875,80727.4921875
2,-7056.23681640625,87312.1328125,29724.505859375,81727.8984375,24961.044921875,130408.4921875,37913.7578125,80819.8046875
0,-6910.84912109375,87362.96875,29806.521484375,81323.296875,25013.734375,130389.1796875,37947.421875,80611.6640625
1,-6622.02880859375,87478.3125,30011.466796875,80715.3828125,25150.826171875,130223.4296875,38033.7265625,80204.921875
2,-6310.65380859375,87605.578125,30231.193359375,80139.9296875,25310.470703125,129970.515625,38116.88671875,79755.21875
0,-6064.12890625,87706.71875,30387.9765625,79738.8203125,25445.94140625,129706.15625,38167.1953125,79385.4765625
1,-6013.10791015625,87718.9765625,30370.71484375,79727.9453125,25474.3125,129528.4453125,38127.046875,79261.9296875
2,-6170.7978515625,87637.484375,30169.060546875,80147.3203125,25382.90234375,129521.2421875,38002.92578125,79454.1953125
0,-6478.40478515625,87492.234375,29843.0,80853.5703125,25203.755859375,129696.1953125,37831.16796875,79892.1171875
1,-6784.05810546875,87339.6953125,29524.90234375,81426.9140625,25008.87109375,129945.34375,37665.03515625,80337.25
2,-7002.02001953125,87227.5,29288.9140625,81742.6796875,24857.4765625,130185.140625,37545.16015625,80666.3125
0,-7049.990234375,87188.78125,29206.517578125,81732.6640625,24796.7265625,130332.0078125,37500.71875,80761.6328125
1,-6894.63623046875,87249.4296875,29302.314453125,81362.1640625,24857.09375,130337.203125,37547.2578125,80584.9609375
2,-6605.48193359375,87363.7265625,29509.5,80725.8203125,24993.61328125,130164.015625,37632.27734375,80164.96875
0,-6292.05712890625,87490.28125,29734.56640625,80114.375,25156.69140625,129894.9375,37717.109375,79692.421875
1,-6052.97119140625,87585.078125,29888.39453125,79722.9375,25284.626953125,129630.390625,37762.3125,79332.125
2,-6008.3388671875,87594.9453125,29870.609375,79752.8828125,25309.279296875,129469.6015625,37723.734375,79234.515625
0,-6165.88623046875,87515.265625,29672.720703125,80172.5,25220.587890625,129473.5078125,37606.48046875,79431.4921875
1,-6479.0732421875,87362.4921875,29344.1328125,80820.8046875,25034.23828125,129638.640625,37429.62109375,79851.4453125
2,-6789.39892578125,87203.1328125,29023.5546875,81405.125,24833.0625,129885.1640625,37261.39453125,80298.1015625
0,-7009.36376953125,87088.546875,28790.23828125,81762.515625,24679.7109375,130134.9765625,37143.80859375,80636.984375
1,-7047.4150390625,87056.0703125,28720.0,81729.7578125,24625.54296875,130283.796875,37109.09375,80724.15625
0,-6894.73193359375,87111.53125,28815.98828125,81332.265625,24681.857421875,130273.6875,37151.81640625,80529.75
1,-6607.0078125,87226.59375,29028.705078125,80712.375,24819.08984375,130102.7421875,37241.03515625,80117.5234375
2,-6292.009765625,87355.4296875,29257.77734375,80117.28125,24982.50390625,129843.6796875,37331.39453125,79661.0
0,-6063.5087890625,87440.6875,29405.740234375,79732.5234375,25101.712890625,129574.3125,37369.3984375,79298.5078125
1,-6021.5,87448.4609375,29387.4296875,79761.515625,25124.02734375,129414.2421875,37331.77734375,79202.1328125
2,-6184.912109375,87365.828125,29190.591796875,80194.71875,25030.90234375,129428.78125,37215.37890625,79409.890625
0,-6497.09716796875,87215.578125,28868.10546875,80874.1640625,24845.31640625,129611.984375,37044.86328125,79845.9140625
1,-6792.06884765625,87070.28125,28563.787109375,81440.40625,24657.5859375,129868.3828125,36894.66015625,80287.1328125
2,-7004.97705078125,86961.8984375,28339.0078125,81766.8046875,24509.57421875,130107.1328125,36785.17578125,80605.0859375
0,-7044.1728515625,86928.5234375,28271.296875,81736.3359375,24455.12109375,130247.75,36750.75,80681.859375
0,-6889.81982421875,86985.3125,28372.43359375,81343.234375,24513.103515625,130237.40625,36796.953125,80484.921875
1,-6592.703125,87106.859375,28595.1640625,80732.546875,24657.15625,130074.421875,36894.515625,80080.515625
2,-6284.80908203125,87228.59375,28822.51953125,80128.5859375,24814.083984375,129810.3046875,36979.01171875,79614.6953125
3,-6057.69189453125,87315.09375,28973.009765625,79746.015625,24932.529296875,129544.984375,37020.640625,79255.78125
0,-6021.26123046875,87318.859375,28953.078125,79771.0546875,24951.26953125,129386.484375,36980.7265625,79162.03125
1,-6199.1220703125,87225.3984375,28745.3671875,80207.0703125,24844.88671875,129396.21875,36853.9375,79368.8828125
2,-6505.2509765625,87079.296875,28430.369140625,80883.1796875,24664.546875,129580.609375,36692.71875,79808.4375
3,-6793.8330078125,86942.25,28141.072265625,81447.515625,24484.923828125,129835.5703125,36550.765625,80246.265625
4,-7008.98193359375,86831.8671875,27918.341796875,81743.5390625,24335.1484375,130063.6953125,36440.328125,80550.921875
5,-7041.0732421875,86803.734375,27858.1171875,81702.671875,24284.9375,130203.2109375,36412.43359375,80629.5
6,-6872.22509765625,86870.96875,27974.607421875,81313.3359375,24353.79296875,130196.015625,36470.3203125,80436.6171875
7,-6575.44189453125,86991.75,28199.294921875,80690.203125,24497.892578125,130024.640625,36568.453125,80021.4375
8,-6262.77880859375,87119.015625,28433.46875,80106.84375,24659.921875,129765.1953125,36659.43359375,79564.8671875
9,-6033.51611328125,87208.5703125,28587.8203125,79753.21875,24780.65625,129507.125,36704.6875,79215.5859375
10,-6007.576171875,87204.3671875,28561.30859375,79764.421875,24790.43359375,129344.046875,36660.62890625,79117.59375
11,-6184.86376953125,87112.484375,28356.935546875,80182.46875,24687.197265625,129356.3515625,36536.9375,79328.0234375
0,-6495.046875,86964.859375,28041.69921875,80851.421875,24504.044921875,129541.5078125,36373.28515625,79765.7578125
1,-6785.25,86825.6171875,27750.16015625,81427.8203125,24321.08203125,129803.3828125,36232.046875,80212.4609375
2,-6992.673828125,86719.859375,27536.013671875,81765.1875,24176.265625,130047.046875,36128.5703125,80531.3671875
0,-7036.876953125,86679.28125,27467.634765625,81722.078125,24113.609375,130175.890625,36090.6171875,80591.3515625
1,-6879.18701171875,86736.3515625,27577.1171875,81337.890625,24171.1640625,130164.546875,36141.734375,80396.8046875
2,-6566.333984375,86872.4921875,27820.638671875,80726.7734375,24330.857421875,130012.4296875,36255.6484375,80004.4140625
0,-6258.5830078125,86994.8046875,28051.712890625,80113.328125,24487.1640625,129751.171875,36343.1015625,79546.6015625
1,-6028.98583984375,87086.2578125,28210.69140625,79768.953125,24609.1875,129502.9765625,36392.98046875,79209.1015625
2,-6001.52001953125,87086.0234375,28189.328125,79794.3671875,24620.01171875,129346.765625,36351.25390625,79113.78125
0,-6181.43115234375,86993.75,27985.861328125,80216.9375,24515.201171875,129351.8203125,36228.08984375,79311.4296875
1,-6494.9990234375,86844.0703125,27668.669921875,80860.53125,24328.90234375,129519.3828125,36063.1015625,79727.515625
2,-6790.97216796875,86698.4453125,27373.4609375,81405.21875,24141.361328125,129763.859375,35915.42578125,80157.1015625
0,-7001.06689453125,86592.875,27159.359375,81722.890625,23994.2578125,129997.796875,35812.859375,80467.9921875
1,-7028.6748046875,86567.03125,27108.43359375,81673.390625,23946.90625,130130.1171875,35789.58984375,80531.796875
0,-6860.78076171875,86633.171875,27229.50390625,81271.2265625,24014.046875,130113.046875,35847.90625,80326.140625
1,-6570.72119140625,86745.3203125,27452.615234375,80651.765625,24148.609375,129934.328125,35938.21875,79910.6171875
2,-6259.72802734375,86873.3984375,27690.412109375,80076.46875,24308.875,129682.03125,36031.44140625,79466.828125
3,-6035.23291015625,86961.8046875,27845.814453125,79716.8828125,24427.03515625,129429.3515625,36080.171875,79126.2265625
0,-6009.673828125,86960.2265625,27824.78515625,79774.7734375,24438.001953125,129282.6328125,36040.64453125,79050.6015625
1,-6182.47998046875,86877.734375,27630.951171875,80214.2734375,24338.19921875,129306.28125,35928.203125,79270.0390625
0,-6500.673828125,86726.2421875,27310.70703125,80858.671875,24149.32421875,129482.8125,35763.171875,79694.328125
1,-6799.1259765625,86580.2890625,27015.212890625,81415.28125,23958.970703125,129733.9140625,35615.734375,80129.4453125
2,-7002.783203125,86478.859375,26808.50390625,81732.8515625,23815.34765625,129975.5234375,35519.5546875,80448.015625
0,-7021.76123046875,86460.03125,26766.732421875,81679.3046875,23774.53125,130115.09375,35505.203125,80524.0234375
1,-6859.20703125,86518.7265625,26882.603515625,81258.9296875,23834.994140625,130088.296875,35556.94140625,80309.828125
2,-6556.75,86643.0390625,27117.826171875,80627.2578125,23981.287109375,129909.1953125,35659.6015625,79890.2109375
0,-6252.0029296875,86764.6328125,27349.951171875,80051.2890625,24135.830078125,129647.75,35748.8671875,79440.21875
1,-6025.744140625,86856.9921875,27508.880859375,79709.25,24257.615234375,129400.984375,35798.45703125,79108.9140625
2,-5999.6611328125,86861.2890625,27488.90234375,79758.078125,24272.30078125,129254.734375,35764.890625,79031.859375
0,-6183.337890625,86768.2109375,27284.673828125,80180.703125,24162.962890625,129266.609375,35646.01171875,79241.0
1,-6506.34814453125,86610.421875,26963.857421875,80842.0234375,23968.890625,129442.609375,35478.0234375,79668.578125
2,-6803.17919921875,86466.84375,26671.4609375,81412.609375,23780.681640625,129698.484375,35334.11328125,80110.5078125
0,-7003.59423828125,86366.375,26468.947265625,81732.8046875,23640.30078125,129938.5234375,35240.84375,80425.3203125
1,-7025.76708984375,86342.53125,26425.888671875,81687.4140625,23593.619140625,130072.421875,35224.01171875,80491.5546875
2,-6864.8818359375,86397.75,26539.61328125,81254.4453125,23648.884765625,130038.421875,35273.36328125,80273.3046875
3,-6557.22607421875,86527.3125,26782.181640625,80617.296875,23800.7578125,129862.703125,35382.65625,79860.984375
4,-6253.5771484375,86647.8984375,27015.1640625,80035.6015625,23954.44140625,129595.53125,35470.44140625,79406.078125
5,-6030.369140625,86738.640625,27175.23828125,79699.4765625,24073.841796875,129345.3359375,35521.98828125,79076.0625
6,-6007.48095703125,86740.9296875,27156.927734375,79755.078125,24086.001953125,129202.90625,35487.55859375,79006.3984375
0,-6198.8828125,86642.2265625,26949.07421875,80188.4765625,23970.748046875,129221.7421875,35363.6796875,79223.9296875
1,-6523.3232421875,86485.7265625,26630.73828125,80849.421875,23776.294921875,129404.609375,35197.26171875,79652.9375
2,-6808.9970703125,86349.4453125,26350.9296875,81408.1796875,23596.193359375,129664.1953125,35065.98828125,80087.578125
3,-7005.8828125,86250.21875,26152.8984375,81705.7265625,23456.861328125,129898.1328125,34975.4375,80388.796875
0,-7021.33203125,86231.8125,26117.423828125,81644.78125,23415.662109375,130031.984375,34962.1796875,80450.2109375
1,-6845.6650390625,86301.765625,26252.60546875,81239.1875,23486.568359375,130011.2890625,35028.12890625,80246.125
2,-6546.2119140625,86424.7421875,26493.265625,80623.109375,23630.3359375,129838.1953125,35131.02734375,79840.8125
0,-6238.27001953125,86550.8671875,26734.35546875,80049.6171875,23788.693359375,129582.0859375,35225.96875,79397.875
1,-6028.98583984375,86628.875,26883.65234375,79686.4609375,23894.98046875,129319.15625,35265.83203125,79056.609375
2,-6011.0087890625,86626.0625,26861.384765625,79733.8125,23901.65625,129171.765625,35227.3984375,78982.40625
0,-6198.4541015625,86533.4609375,26660.873046875,80181.1796875,23793.080078125,129197.375,35110.66796875,79207.2421875
1,-6513.69091796875,86385.9765625,26353.076171875,80848.9921875,23605.73046875,129391.015625,34955.07421875,79645.9296875
2,-6797.1708984375,86253.796875,26082.423828125,81413.8984375,23430.064453125,129657.140625,34828.71484375,80085.90625
0,-7000.8759765625,86148.703125,25883.677734375,81708.0625,23282.244140625,129884.875,34733.6328125,80379.3046875
1,-7027.10205078125,86119.46875,25843.05078125,81630.3359375,23229.36328125,130003.8515625,34711.03125,80426.984375
2,-6847.43017578125,86192.328125,25986.388671875,81223.9296875,23304.1796875,129985.921875,34779.93359375,80222.046875
0,-6543.68408203125,86316.5,26230.337890625,80597.6953125,23450.185546875,129808.15625,34885.79296875,79808.1953125
1,-6235.45703125,86441.2890625,26474.478515625,80019.71875,23608.162109375,129546.3671875,34980.203125,79361.1640625
2,-6015.2529296875,86531.3125,26636.5078125,79682.7890625,23726.41796875,129297.703125,35033.515625,79035.2421875
0,-6004.90576171875,86525.1640625,26611.283203125,79748.3046875,23727.181640625,129151.171875,34991.26953125,78966.0546875
1,-6203.841796875,86423.8359375,26403.4296875,80197.0078125,23608.115234375,129173.671875,34867.625,79187.3046875
0,-6525.994140625,86268.53125,26093.19921875,80848.3671875,23414.423828125,129361.0234375,34707.7890625,79617.5546875
1,-6811.380859375,86133.5390625,25821.259765625,81399.0234375,23233.3671875,129624.3828125,34579.04296875,80055.484375
2,-7008.744140625,86033.3515625,25631.001953125,81702.0546875,23091.22265625,129860.4609375,34489.015625,80359.421875
3,-7013.369140625,86024.34375,25615.455078125,81638.96875,23059.703125,129994.9296875,34489.0625,80417.78125
0,-6837.32080078125,86091.3828125,25754.263671875,81203.6640625,23127.4140625,129959.265625,34551.57421875,80192.3828125
1,-6532.52587890625,86217.3671875,26005.17578125,80555.1640625,23277.189453125,129771.9140625,34658.578125,79774.0546875
0,-6229.44921875,86340.4375,26249.5546875,79992.4921875,23431.11328125,129510.3671875,34751.703125,79335.03125
1,-6010.81884765625,86427.984375,26412.39453125,79655.2734375,23548.55859375,129262.4609375,34806.3515625,79012.2578125
2,-5996.7041015625,86424.9296875,26393.51171875,79712.3984375,23555.328125,129122.84375,34770.73046875,78948.6484375
0,-6192.2080078125,86327.2734375,26192.048828125,80149.375,23438.884765625,129151.171875,34653.23828125,79173.71875
1,-6514.1201171875,86173.4921875,25885.251953125,80813.2265625,23244.62109375,129342.328125,34495.59765625,79607.4453125
2,-6808.423828125,86030.203125,25609.92578125,81372.9375,23056.17578125,129599.15625,34360.36328125,80039.1796875
0,-7002.1630859375,85930.546875,25425.150390625,81662.7109375,22915.126953125,129831.7578125,34272.72265625,80336.390625
1,-7007.02685546875,85917.9140625,25412.513671875,81576.0234375,22882.03515625,129956.0703125,34268.3359375,80384.7890625
0,-6830.16796875,85984.4296875,25557.091796875,81148.7265625,22951.65234375,129918.734375,34330.609375,80162.53125
1,-6523.84814453125,86109.7890625,25809.1953125,80532.1796875,23098.853515625,129734.9140625,34438.7578125,79752.1171875
2,-6213.47509765625,86235.7265625,26059.486328125,79962.359375,23258.306640625,129472.5078125,34535.4609375,79309.375
0,-6004.380859375,86315.0703125,26216.939453125,79616.2734375,23367.3125,129214.109375,34579.8515625,78978.546875
1,-6001.330078125,86303.4375,26190.759765625,79699.71875,23364.212890625,129074.96875,34535.6015625,78926.234375
2,-6203.69921875,86202.6796875,25988.056640625,80161.9140625,23245.52734375,129111.875,34416.7734375,79169.28125
0,-6515.4560546875,86058.0078125,25692.84765625,80821.8125,23060.0859375,129314.8203125,34271.38671875,79610.9296875
1,-6798.93505859375,85922.4453125,25427.53515625,81353.9609375,22880.080078125,129567.546875,34144.40625,80029.3046875
